timestamp,ch1_t,ch1_h,ch3_t,ch3_h,heater,drier,humidifier,setpoint
2026-06-10T10:51:12.398839,21.3,74.6,21.1,72.8,0,0,1,0
2026-06-10T10:51:14.396517,21.3,74.6,21.1,72.8,0,0,1,0
2026-06-10T10:51:16.398338,21.3,74.6,21.1,72.8,0,0,1,0
2026-06-10T10:51:18.397521,21.3,74.6,21.1,72.9,0,0,1,0
2026-06-10T10:51:20.404419,21.3,74.7,21.1,72.9,0,0,1,0
2026-06-10T10:51:22.402690,21.3,74.7,21.1,72.9,0,0,1,0
2026-06-10T10:51:24.397360,21.3,74.7,21.1,73,0,0,1,0
2026-06-10T10:51:26.396602,21.3,74.7,21.1,73,0,0,1,0
2026-06-10T10:51:28.396664,21.3,74.7,21.1,73,0,0,1,0
2026-06-10T10:51:30.396254,21.3,74.7,21.1,73,0,0,1,0
2026-06-10T10:51:32.396527,21.3,74.7,21.1,73,0,0,1,0
2026-06-10T10:51:34.396427,21.3,74.7,21.1,73.1,0,0,1,0
2026-06-10T10:51:36.396959,21.3,74.7,21.1,73.1,0,0,1,0
2026-06-10T10:51:38.395991,21.3,74.8,21.1,73.1,0,0,1,0
2026-06-10T10:51:40.395923,21.3,74.8,21.1,73.1,0,0,1,0
2026-06-10T10:51:42.396967,21.3,74.8,21.1,73.1,0,0,1,0
2026-06-10T10:51:44.396644,21.3,74.8,21.1,73.2,0,0,1,0
2026-06-10T10:51:46.396980,21.3,75.2,21.1,73.3,0,0,1,0
2026-06-10T10:51:48.396578,21.3,75.9,21.1,73.6,0,0,1,0
2026-06-10T10:51:50.396739,21.3,76.6,21.1,74.1,0,0,1,0
2026-06-10T10:51:52.396510,21.3,77.2,21.1,74.6,0,0,1,0
2026-06-10T10:51:54.396368,21.3,77.6,21.1,75,0,0,1,0
2026-06-10T10:51:56.396888,21.3,77.9,21.1,75.3,0,0,1,0
2026-06-10T10:51:58.396774,21.3,78.2,21.1,75.6,0,0,1,0
2026-06-10T10:52:00.400180,21.3,78.4,21.1,75.8,0,0,1,0
2026-06-10T10:52:02.397144,21.3,78.6,21.1,76.1,0,0,1,0
2026-06-10T10:52:04.396931,21.3,78.7,21.1,76.2,0,0,1,0
2026-06-10T10:52:06.400605,21.3,78.8,21.1,76.4,0,0,1,0
2026-06-10T10:52:08.401725,21.3,78.9,21.1,76.5,0,0,1,0
2026-06-10T10:52:10.400479,21.3,79,21.1,76.6,0,0,1,0
2026-06-10T10:52:12.401252,21.3,79.1,21.1,76.7,0,0,1,0
2026-06-10T10:52:14.399172,21.3,79.1,21.1,76.8,0,0,1,0
2026-06-10T10:52:16.398835,21.3,79.2,21.1,76.9,0,0,1,0
2026-06-10T10:52:18.396768,21.3,79.2,21.1,77,0,0,1,0
2026-06-10T10:52:20.396956,21.3,79.3,21.1,77.1,0,0,1,0
2026-06-10T10:52:22.397165,21.3,79.3,21.1,77.1,0,0,1,0
2026-06-10T10:52:24.396968,21.3,79.4,21.1,77.2,0,0,1,0
2026-06-10T10:52:26.397064,21.3,79.4,21.1,77.3,0,0,1,0
2026-06-10T10:52:28.397063,21.4,79.4,21.1,77.3,0,0,1,0
2026-06-10T10:52:30.401120,21.3,79.4,21.1,77.4,0,0,1,0
2026-06-10T10:52:32.396916,21.3,79.5,21.1,77.4,0,0,1,0
2026-06-10T10:52:34.397047,21.4,79.5,21.1,77.5,0,0,1,0
2026-06-10T10:52:36.397138,21.4,79.5,21.1,77.5,0,0,1,0
2026-06-10T10:52:38.396921,21.3,79.6,21.1,77.6,0,0,1,0
2026-06-10T10:52:40.397002,21.4,79.5,21.1,77.6,0,0,1,0
2026-06-10T10:52:42.397124,21.4,79.6,21.1,77.6,0,0,1,0
2026-06-10T10:52:44.396538,21.3,79.6,21.1,77.7,0,0,1,0
2026-06-10T10:52:46.397225,21.4,79.6,21.1,77.7,0,0,1,0
2026-06-10T10:52:48.397249,21.4,79.6,21.1,77.7,0,0,1,0
2026-06-10T10:52:50.397025,21.3,79.6,21.1,77.8,0,0,1,0
2026-06-10T10:52:52.397110,21.3,79.7,21.1,77.8,0,0,1,0
2026-06-10T10:52:54.397100,21.4,79.7,21.1,77.8,0,0,1,0
2026-06-10T10:52:56.400847,21.4,79.7,21.1,77.9,0,0,1,0
2026-06-10T10:52:58.399586,21.3,79.7,21.1,77.9,0,0,1,0
2026-06-10T10:53:00.403209,21.4,79.7,21.1,77.9,0,0,1,0
2026-06-10T10:53:02.396730,21.3,79.8,21.1,78,0,0,1,0
