timestamp,ch1_t,ch1_h,ch3_t,ch3_h,heater,drier,humidifier,setpoint
2026-06-10T13:36:39.323212,22.8,69,24.9,8.6,0,0,1,0
2026-06-10T13:36:41.323347,22.8,71,24.9,8.3,0,0,1,0
2026-06-10T13:36:43.323392,22.8,72.4,24.9,8.2,0,0,1,0
2026-06-10T13:36:45.323131,22.8,73.5,24.9,7.9,0,0,1,0
2026-06-10T13:36:47.324345,22.8,74.3,24.9,7.8,0,0,1,0
2026-06-10T13:36:49.323564,22.8,74.9,24.9,7.7,0,0,1,0
2026-06-10T13:36:51.323012,22.8,75.4,24.9,7.6,0,0,1,0
2026-06-10T13:36:53.323115,22.7,75.7,24.9,7.6,0,0,1,0
2026-06-10T13:36:55.323473,22.7,76,24.9,7.5,0,0,1,0
2026-06-10T13:36:57.322990,22.8,76.3,24.9,7.5,0,0,1,0
2026-06-10T13:36:59.323437,22.7,76.5,25,7.5,0,0,1,0
2026-06-10T13:37:01.327224,22.7,76.7,25,7.4,0,0,1,0
2026-06-10T13:37:03.323600,22.7,76.8,25,7.4,0,0,1,0
2026-06-10T13:37:05.323275,22.7,77,25,7.4,0,0,1,0
2026-06-10T13:37:07.323476,22.7,77.1,25,7.4,0,0,1,0
2026-06-10T13:37:09.327634,22.7,77.2,25,7.3,0,0,1,0
2026-06-10T13:37:11.322917,22.7,77.3,25,7.3,0,0,1,0
2026-06-10T13:37:13.323601,22.7,77.4,25,7.3,0,0,1,0
2026-06-10T13:37:15.323396,22.7,77.5,25,7.3,0,0,1,0
2026-06-10T13:37:17.326724,22.7,77.6,25,7.3,0,0,1,0
2026-06-10T13:37:19.323236,22.7,77.7,25,7.2,0,0,1,0
2026-06-10T13:37:21.323437,22.7,77.7,25,7.2,0,0,1,0
2026-06-10T13:37:23.325000,22.7,77.8,25.1,7.2,0,0,1,0
2026-06-10T13:37:25.323865,22.7,77.9,25,7.2,0,0,1,0
2026-06-10T13:37:27.324334,22.7,78,25.1,7.2,0,0,1,0
2026-06-10T13:37:29.323108,22.7,78,25.1,7.2,0,0,1,0
2026-06-10T13:37:31.326041,22.6,78.1,25.1,7.2,0,0,1,0
2026-06-10T13:37:33.324193,22.7,78.1,25.1,7.1,0,0,1,0
2026-06-10T13:37:35.325569,22.6,78.1,25.1,7.1,0,0,1,0
2026-06-10T13:37:37.323247,22.6,78.2,25.1,7.2,0,0,1,0
2026-06-10T13:37:39.323468,22.6,78.2,25.1,7.2,0,0,1,0
2026-06-10T13:37:41.323254,22.6,78.3,25.1,7.1,0,0,1,0
2026-06-10T13:37:43.328810,22.6,78.3,25.1,7.1,0,0,1,0
2026-06-10T13:37:45.324312,22.6,78.4,25.1,7.1,0,0,1,0
2026-06-10T13:37:47.323190,22.6,78.4,25.2,7.1,0,0,1,0
2026-06-10T13:37:49.323563,22.6,78.4,25.2,7.1,0,0,1,0
2026-06-10T13:37:51.324876,22.6,78.5,25.2,7,0,0,1,0
2026-06-10T13:37:53.323223,22.6,78.5,25.2,7,0,0,1,0
2026-06-10T13:37:55.324333,22.6,78.5,25.2,7.1,0,0,1,0
2026-06-10T13:37:57.324173,22.6,78.5,25.2,7,0,0,1,0
2026-06-10T13:37:59.323527,22.6,78.6,25.2,7.1,0,0,1,0
2026-06-10T13:38:01.323984,22.6,78.6,25.2,7.1,0,0,1,0
2026-06-10T13:38:03.324535,22.6,78.6,25.2,7,0,0,1,0
2026-06-10T13:38:05.325139,22.6,78.7,25.2,7,0,0,1,0
2026-06-10T13:38:07.323961,22.6,78.7,25.2,7,0,0,1,0
2026-06-10T13:38:09.323783,22.6,78.7,25.2,7,0,0,1,0
2026-06-10T13:38:11.323242,22.6,78.7,25.2,7,0,0,1,0
2026-06-10T13:38:13.328849,22.6,78.8,25.2,6.9,0,0,1,0
2026-06-10T13:38:15.324113,22.6,78.8,25.3,6.9,0,0,1,0
2026-06-10T13:38:17.323391,22.6,78.8,25.2,6.9,0,0,1,0
2026-06-10T13:38:19.324203,22.6,78.8,25.2,6.9,0,0,1,0
2026-06-10T13:38:21.323327,22.6,78.8,25.3,6.9,0,0,1,0
2026-06-10T13:38:23.323647,22.6,78.8,25.3,6.9,0,0,1,0
2026-06-10T13:38:25.323689,22.6,78.8,25.3,6.9,0,0,1,0
2026-06-10T13:38:27.334677,22.6,78.8,25.3,6.8,0,0,1,0
2026-06-10T13:38:29.323154,22.6,78.9,25.3,6.9,0,0,1,0
2026-06-10T13:38:31.324935,22.6,78.9,25.3,6.9,0,0,1,0
2026-06-10T13:38:33.323844,22.6,78.9,25.3,6.9,0,0,1,0
2026-06-10T13:38:35.323361,22.6,79,25.3,6.9,0,0,1,0
2026-06-10T13:38:37.323300,22.6,78.9,25.3,6.9,0,0,1,0
2026-06-10T13:38:39.328578,22.6,79,25.3,6.9,0,0,1,0
2026-06-10T13:38:41.328195,22.6,79,25.3,6.8,0,0,1,0
2026-06-10T13:38:43.323350,22.6,79,25.4,6.8,0,0,1,0
2026-06-10T13:38:45.323230,22.6,79,25.4,6.9,0,0,1,0
2026-06-10T13:38:47.323993,22.6,79,25.4,6.9,0,0,1,0
2026-06-10T13:38:49.325342,22.6,79,25.4,6.9,0,0,1,0
2026-06-10T13:38:51.323298,22.6,79,25.4,6.8,0,0,1,0
2026-06-10T13:38:53.324007,22.6,79.1,25.4,6.8,0,0,1,0
2026-06-10T13:38:55.324375,22.6,79.1,25.4,6.9,0,0,1,0
2026-06-10T13:38:57.323367,22.5,79.1,25.4,6.8,0,0,1,0
2026-06-10T13:38:59.331492,22.6,79.1,25.4,6.8,0,0,1,0
2026-06-10T13:39:01.325765,22.5,79.1,25.4,6.9,0,0,1,0
2026-06-10T13:39:03.323793,22.5,79.1,25.4,6.8,0,0,1,0
2026-06-10T13:39:05.331813,22.5,79.1,25.5,6.8,0,0,1,0
2026-06-10T13:39:07.324142,22.6,79.2,25.5,6.8,0,0,1,0
2026-06-10T13:39:09.328904,22.6,79.1,25.5,6.8,0,0,1,0
2026-06-10T13:39:11.324516,22.6,79.2,25.5,6.7,0,0,1,0
2026-06-10T13:39:13.329139,22.6,79.2,25.5,6.8,0,0,1,0
2026-06-10T13:39:15.323863,22.6,79.2,25.5,6.7,0,0,1,0
2026-06-10T13:39:17.323991,22.5,79.2,25.5,6.8,0,0,1,0
2026-06-10T13:39:19.323661,22.6,79.2,25.5,6.7,0,0,1,0
2026-06-10T13:39:21.323544,22.5,79.2,25.5,6.7,0,0,1,0
2026-06-10T13:39:23.324008,22.6,79.2,25.6,6.7,0,0,1,0
2026-06-10T13:39:25.323668,22.5,79.2,25.6,6.8,0,0,1,0
2026-06-10T13:39:27.325268,22.5,79.2,25.6,6.7,0,0,1,0
2026-06-10T13:39:29.323999,22.6,79.2,25.6,6.7,0,0,1,0
2026-06-10T13:39:31.323808,22.6,79.2,25.6,6.7,0,0,1,0
2026-06-10T13:39:33.324591,22.6,79.2,25.6,6.7,0,0,1,0
2026-06-10T13:39:35.323354,22.6,79.3,25.6,6.7,0,0,1,0
2026-06-10T13:39:37.323838,22.6,79.2,25.6,6.7,0,0,1,0
2026-06-10T13:39:39.323382,22.6,79.2,25.6,6.7,0,0,1,0
2026-06-10T13:39:41.324181,22.5,79.2,25.6,6.7,0,0,1,0
2026-06-10T13:39:43.323844,22.6,79.2,25.7,6.7,0,0,1,0
2026-06-10T13:39:45.323847,22.6,79.3,25.7,6.7,0,0,1,0
2026-06-10T13:39:47.323702,22.5,79.2,25.7,6.7,0,0,1,0
2026-06-10T13:39:49.324012,22.6,79.2,25.7,6.7,0,0,1,0
2026-06-10T13:39:51.324665,22.6,79.3,25.7,6.6,0,0,1,0
2026-06-10T13:39:53.324074,22.5,79.2,25.7,6.6,0,0,1,0
2026-06-10T13:39:55.324542,22.6,79.3,25.7,6.7,0,0,1,0
2026-06-10T13:39:57.324194,22.6,79.3,25.7,6.6,0,0,1,0
2026-06-10T13:39:59.324171,22.6,79.3,25.8,6.7,0,0,1,0
2026-06-10T13:40:01.324455,22.5,79.3,25.8,6.7,0,0,1,0
2026-06-10T13:40:03.324293,22.6,79.3,25.8,6.7,0,0,1,0
2026-06-10T13:40:05.324670,22.6,79.3,25.8,6.6,0,0,1,0
2026-06-10T13:40:07.323999,22.6,79.3,25.8,6.6,0,0,1,0
2026-06-10T13:40:09.323434,22.6,79.3,25.8,6.7,0,0,1,0
2026-06-10T13:40:11.323832,22.6,79.3,25.8,6.6,0,0,1,0
2026-06-10T13:40:13.329229,22.6,79.3,25.8,6.7,0,0,1,0
2026-06-10T13:40:15.323498,22.6,79.3,25.8,6.6,0,0,1,0
2026-06-10T13:40:17.323827,22.6,79.3,25.8,6.6,0,0,1,0
2026-06-10T13:40:19.324091,22.6,79.3,25.9,6.6,0,0,1,0
2026-06-10T13:40:21.324753,22.6,79.3,25.9,6.6,0,0,1,0
2026-06-10T13:40:23.324109,22.6,79.3,25.9,6.6,0,0,1,0
2026-06-10T13:40:25.323865,22.6,79.3,25.9,6.6,0,0,1,0
2026-06-10T13:40:27.324245,22.6,79.3,25.9,6.6,0,0,1,0
2026-06-10T13:40:29.324432,22.5,79.3,25.9,6.6,0,0,1,0
2026-06-10T13:40:31.323983,22.6,79.3,26,6.6,0,0,1,0
2026-06-10T13:40:33.323959,22.6,79.3,26,6.6,0,0,1,0
2026-06-10T13:40:35.324177,22.6,79.3,26,6.6,0,0,1,0
2026-06-10T13:40:37.324262,22.6,79.3,26,6.6,0,0,1,0
2026-06-10T13:40:39.323980,22.6,79.3,26,6.6,0,0,1,0
2026-06-10T13:40:41.323973,22.6,79.3,26,6.6,0,0,1,0
2026-06-10T13:40:43.323971,22.6,79.3,26,6.6,0,0,1,0
2026-06-10T13:40:45.323421,22.6,79.3,26,6.6,0,0,1,0
2026-06-10T13:40:47.328017,22.6,79.3,26.1,6.6,0,0,1,0
2026-06-10T13:40:49.328809,22.6,79.3,26.1,6.6,0,0,1,0
2026-06-10T13:40:51.326361,22.6,79.3,26.1,6.6,0,0,1,0
2026-06-10T13:40:53.330064,22.6,79.3,26.1,6.6,0,0,1,0
2026-06-10T13:40:55.324174,22.6,79.3,26.1,6.6,0,0,1,0
